run,model_type,path,loss,accuracy,f1_score,Cis_reg_f1,Cis_reg_IRES_f1,Cis_reg_frameshift_element_f1,Cis_reg_leader_f1,Cis_reg_riboswitch_f1,Cis_reg_thermoregulator_f1,Cis_reg_precision,Cis_reg_IRES_precision,Cis_reg_frameshift_element_precision,Cis_reg_leader_precision,Cis_reg_riboswitch_precision,Cis_reg_thermoregulator_precision,Cis_reg_recall,Cis_reg_IRES_recall,Cis_reg_frameshift_element_recall,Cis_reg_leader_recall,Cis_reg_riboswitch_recall,Cis_reg_thermoregulator_recall,Cis_reg_support,Cis_reg_IRES_support,Cis_reg_frameshift_element_support,Cis_reg_leader_support,Cis_reg_riboswitch_support,Cis_reg_thermoregulator_support,Gene_f1,Gene_CRISPR_f1,Gene_antisense_f1,Gene_antitoxin_f1,Gene_miRNA_f1,Gene_rRNA_f1,Gene_ribozyme_f1,Gene_sRNA_f1,Gene_snRNA_snoRNA_CD_box_f1,Gene_snRNA_snoRNA_HACA_box_f1,Gene_snRNA_snoRNA_scaRNA_f1,Gene_snRNA_splicing_f1,Gene_tRNA_f1,Gene_lncRNA_f1,Gene_snRNA_f1,Gene_snRNA_snoRNA_f1,Gene_precision,Gene_CRISPR_precision,Gene_antisense_precision,Gene_antitoxin_precision,Gene_miRNA_precision,Gene_rRNA_precision,Gene_ribozyme_precision,Gene_sRNA_precision,Gene_snRNA_snoRNA_CD_box_precision,Gene_snRNA_snoRNA_HACA_box_precision,Gene_snRNA_snoRNA_scaRNA_precision,Gene_snRNA_splicing_precision,Gene_tRNA_precision,Gene_lncRNA_precision,Gene_snRNA_precision,Gene_snRNA_snoRNA_precision,Gene_recall,Gene_CRISPR_recall,Gene_antisense_recall,Gene_antitoxin_recall,Gene_miRNA_recall,Gene_rRNA_recall,Gene_ribozyme_recall,Gene_sRNA_recall,Gene_snRNA_snoRNA_CD_box_recall,Gene_snRNA_snoRNA_HACA_box_recall,Gene_snRNA_snoRNA_scaRNA_recall,Gene_snRNA_splicing_recall,Gene_tRNA_recall,Gene_lncRNA_recall,Gene_snRNA_recall,Gene_snRNA_snoRNA_recall,Gene_support,Gene_CRISPR_support,Gene_antisense_support,Gene_antitoxin_support,Gene_miRNA_support,Gene_rRNA_support,Gene_ribozyme_support,Gene_sRNA_support,Gene_snRNA_snoRNA_CD_box_support,Gene_snRNA_snoRNA_HACA_box_support,Gene_snRNA_snoRNA_scaRNA_support,Gene_snRNA_splicing_support,Gene_tRNA_support,Gene_lncRNA_support,Gene_snRNA_support,Gene_snRNA_snoRNA_support,Intron_f1,Intron_precision,Intron_recall,Intron_support,macro_avg_f1,macro_avg_precision,macro_avg_recall,macro_avg_support,weighted_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_support,folder,use_nucleotide,use_structure_annotation,use_pseudoknot,use_position_encoding
gat_True_False_False_False_20251211_132438,gat,/Users/elimeyers/ribozyme/results/runs/gnn_seq_baseline/gat_seq_only_20251211_132438/gat_True_False_False_False_20251211_132438,2.271,0.3406,0.3265,0.13,0.16,0.29,0.25,0.37,,0.18,0.11,0.26,0.28,0.42,,0.11,0.29,0.33,0.22,0.33,,219.0,17.0,15.0,50.0,302.0,,0.02,0.17,0.45,0.09,0.44,0.43,0.08,0.26,0.55,0.29,0.11,0.31,0.34,,,,0.14,0.1,0.34,0.05,0.4,0.4,0.19,0.69,0.55,0.39,0.08,0.3,0.26,,,,0.01,0.68,0.69,0.31,0.48,0.47,0.05,0.16,0.55,0.23,0.15,0.31,0.47,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.43,0.3,0.76,98.0,0.27,0.29,0.35,2214.0,0.33,0.39,0.34,2214.0,gnn_seq_baseline/gat_seq_only_20251211_132438,True,False,False,False
gcn_False_False_False_True_20251211_053800,gcn,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gcn_False_False_False_True_20251211_053800,1.44,0.5456,0.5424,0.08,0.14,0.31,0.3,0.63,,0.4,0.09,0.2,0.2,0.72,,0.05,0.29,0.73,0.56,0.57,,219.0,17.0,15.0,50.0,302.0,,0.27,0.23,0.57,0.23,0.84,0.68,0.55,0.24,0.77,0.72,0.37,0.35,0.96,,,,0.28,0.14,0.63,0.14,0.82,0.81,0.46,0.52,0.8,0.86,0.27,0.23,0.92,,,,0.27,0.74,0.51,0.69,0.87,0.58,0.68,0.16,0.73,0.62,0.58,0.74,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.56,0.48,0.66,98.0,0.46,0.47,0.58,2214.0,0.54,0.62,0.55,2214.0,runs_2nd_split,False,False,False,True
gin_True_False_False_True_20251211_043657,gin,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gin_True_False_False_True_20251211_043657,0.3752,0.8654,0.8608,0.68,0.77,0.88,0.82,0.94,,0.7,0.68,0.79,0.78,0.93,,0.66,0.88,1.0,0.86,0.96,,219.0,17.0,15.0,50.0,302.0,,0.71,0.97,0.85,0.75,0.94,0.98,0.98,0.64,0.94,0.91,0.81,0.97,0.98,,,,0.77,0.95,0.8,0.63,0.91,0.97,0.98,0.74,0.96,0.86,0.79,0.97,0.98,,,,0.66,1.0,0.9,0.92,0.97,0.99,0.97,0.56,0.93,0.96,0.85,0.97,0.98,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.95,0.91,0.98,98.0,0.87,0.85,0.89,2214.0,0.86,0.86,0.87,2214.0,runs_2nd_split,True,False,False,True
seq_transformer,seq_transformer,/Users/elimeyers/ribozyme/results/runs/seq_transformer,1.3123232351301377,0.8143631436314364,0.8141244209538872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8141244209538872,0.8143631436314364,0.8143631436314364,,0.8141244209538872,0.8143631436314364,0.8143631436314364,,,,,,
gin_False_False_True_False_20251211_033520,gin,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gin_False_False_True_False_20251211_033520,1.4048,0.4503,0.4511,0.14,0.14,0.58,0.26,0.52,,0.39,0.1,0.43,0.27,0.58,,0.08,0.24,0.87,0.26,0.47,,219.0,17.0,15.0,50.0,302.0,,0.31,0.58,0.48,0.06,0.56,0.91,0.8,0.13,0.84,0.33,0.09,0.45,0.63,,,,0.35,0.42,0.35,0.03,0.78,0.87,0.77,0.4,0.87,0.28,0.06,0.36,0.46,,,,0.28,0.95,0.76,0.46,0.44,0.94,0.84,0.08,0.8,0.39,0.31,0.57,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.45,0.39,0.54,98.0,0.43,0.43,0.54,2214.0,0.45,0.54,0.45,2214.0,runs_2nd_split,False,False,True,False
gat_True_True_True_False_20251211_041040,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_True_True_True_False_20251211_041040,0.6752,0.7389,0.7311,0.51,0.54,0.72,0.49,0.84,,0.67,0.4,0.58,0.46,0.88,,0.41,0.82,0.93,0.52,0.8,,219.0,17.0,15.0,50.0,302.0,,0.51,0.57,0.82,0.37,0.89,0.88,0.9,0.47,0.86,0.77,0.56,0.67,0.9,,,,0.56,0.4,0.82,0.23,0.85,0.79,0.96,0.71,0.87,0.79,0.4,0.55,0.82,,,,0.46,1.0,0.83,0.92,0.94,0.99,0.84,0.35,0.85,0.76,0.92,0.85,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.8,0.68,0.98,98.0,0.69,0.65,0.8,2214.0,0.73,0.76,0.74,2214.0,runs_2nd_split,True,True,True,False
gin_True_True_True_False_20251211_022557,gin,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gin_True_True_True_False_20251211_022557,0.3689,0.883,0.8821,0.75,0.76,0.79,0.74,0.95,,0.83,0.76,0.65,0.61,0.92,,0.69,0.76,1.0,0.92,0.97,,219.0,17.0,15.0,50.0,302.0,,0.74,0.95,0.91,0.81,0.96,0.97,0.97,0.72,0.94,0.9,0.87,0.92,0.99,,,,0.68,0.9,0.89,0.68,0.97,0.95,1.0,0.79,0.96,0.9,0.85,0.88,0.98,,,,0.81,1.0,0.93,1.0,0.95,0.99,0.94,0.67,0.92,0.9,0.88,0.97,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.97,0.95,0.99,98.0,0.87,0.85,0.91,2214.0,0.88,0.89,0.88,2214.0,runs_2nd_split,True,True,True,False
gat_False_False_True_False_20251211_055516,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_False_False_True_False_20251211_055516,2.7572,0.2005,0.0898,0.0,0.0,0.22,0.0,0.1,,0.0,0.0,0.15,0.0,0.94,,0.0,0.0,0.4,0.0,0.05,,219.0,17.0,15.0,50.0,302.0,,0.02,0.0,0.0,0.0,0.3,0.19,0.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.0,0.0,0.0,0.18,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,0.0,0.0,0.0,1.0,0.11,0.78,0.0,0.0,0.0,0.0,0.0,0.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.0,0.0,0.0,98.0,0.08,0.16,0.12,2214.0,0.09,0.22,0.2,2214.0,runs_2nd_split,False,False,True,False
gcn_True_False_False_False_20251211_022806,gcn,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gcn_True_False_False_False_20251211_022806,1.1011,0.5899,0.5918,0.3,0.26,0.51,0.37,0.7,,0.61,0.15,0.38,0.29,0.72,,0.2,0.76,0.8,0.52,0.68,,219.0,17.0,15.0,50.0,302.0,,0.39,0.4,0.71,0.62,0.73,0.8,0.68,0.37,0.86,0.45,0.28,0.57,0.89,,,,0.44,0.26,0.65,0.62,0.83,0.7,0.68,0.57,0.93,0.41,0.17,0.45,0.86,,,,0.35,0.95,0.79,0.62,0.65,0.94,0.68,0.27,0.8,0.5,0.77,0.79,0.91,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.7,0.59,0.85,98.0,0.56,0.54,0.68,2214.0,0.59,0.65,0.59,2214.0,runs_2nd_split,True,False,False,False
gin_20251210_000555,gin,/Users/elimeyers/ribozyme/results/runs/gin_20251210_000555,1.1332,0.9133,0.9128,0.77,0.86,0.87,0.85,0.98,0.8,0.81,0.83,0.87,0.8,0.98,1.0,0.74,0.88,0.87,0.9,0.99,0.67,219.0,17.0,15.0,50.0,302.0,6.0,0.82,0.95,0.97,1.0,0.96,0.97,0.98,0.81,0.94,0.92,0.82,0.98,1.0,1.0,1.0,0.0,0.85,0.9,0.99,1.0,0.96,0.95,1.0,0.78,0.99,0.89,0.87,0.97,1.0,1.0,1.0,0.0,0.8,1.0,0.96,1.0,0.96,1.0,0.97,0.83,0.91,0.96,0.77,0.98,1.0,1.0,1.0,0.0,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,2.0,4.0,1.0,0.98,0.95,1.0,98.0,0.88,0.89,0.88,2227.0,0.91,0.91,0.91,2227.0,,,,,
gin_False_False_True_True_20251211_033049,gin,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gin_False_False_True_True_20251211_033049,0.5495,0.7782,0.7782,0.53,0.45,0.65,0.55,0.9,,0.7,0.31,0.5,0.4,0.91,,0.42,0.88,0.93,0.84,0.88,,219.0,17.0,15.0,50.0,302.0,,0.68,0.57,0.85,0.5,0.92,0.95,0.91,0.54,0.9,0.76,0.52,0.84,1.0,,,,0.67,0.4,0.82,0.35,0.9,0.95,0.92,0.67,0.92,0.85,0.37,0.77,1.0,,,,0.69,1.0,0.87,0.85,0.93,0.96,0.9,0.45,0.88,0.69,0.88,0.92,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.89,0.82,0.96,98.0,0.73,0.7,0.84,2214.0,0.78,0.81,0.78,2214.0,runs_2nd_split,False,False,True,True
gat_False_False_False_True_20251211_051117,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_False_False_False_True_20251211_051117,2.9955,0.1626,0.1298,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.04,,219.0,17.0,15.0,50.0,302.0,,0.0,0.0,0.0,0.0,0.67,0.11,0.04,0.0,0.05,0.0,0.0,0.05,0.0,,,,0.0,0.0,0.0,0.0,0.6,0.06,0.02,0.0,0.08,0.0,0.0,0.03,0.0,,,,0.0,0.0,0.0,0.0,0.75,0.78,0.11,0.0,0.03,0.0,0.0,0.1,0.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.0,0.0,0.0,98.0,0.05,0.05,0.1,2214.0,0.13,0.14,0.16,2214.0,runs_2nd_split,False,False,False,True
gat_False_True_False_False_20251211_052524,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_False_True_False_False_20251211_052524,0.9918,0.6906,0.6869,0.43,0.32,0.45,0.4,0.83,,0.45,0.21,0.3,0.35,0.84,,0.4,0.65,0.93,0.46,0.81,,219.0,17.0,15.0,50.0,302.0,,0.43,0.44,0.8,0.55,0.89,0.94,0.86,0.33,0.85,0.7,0.39,0.62,0.99,,,,0.44,0.3,0.83,0.45,0.86,0.96,0.86,0.52,0.87,0.8,0.28,0.52,0.98,,,,0.42,0.84,0.77,0.69,0.91,0.93,0.86,0.24,0.83,0.62,0.62,0.79,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.82,0.73,0.95,98.0,0.63,0.61,0.72,2214.0,0.69,0.71,0.69,2214.0,runs_2nd_split,False,True,False,False
gat_True_False_False_True_20251211_013934,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_True_False_False_True_20251211_013934,1.2981,0.5556,0.5565,0.24,0.15,0.58,0.51,0.58,,0.32,0.08,0.78,0.69,0.75,,0.19,0.59,0.47,0.4,0.48,,219.0,17.0,15.0,50.0,302.0,,0.24,0.68,0.63,0.36,0.81,0.53,0.67,0.38,0.8,0.54,0.31,0.48,0.59,,,,0.34,0.64,0.79,0.27,0.81,0.36,0.55,0.6,0.85,0.78,0.2,0.36,0.42,,,,0.18,0.74,0.53,0.54,0.81,1.0,0.86,0.28,0.75,0.41,0.69,0.74,0.98,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.56,0.45,0.77,98.0,0.51,0.53,0.6,2214.0,0.56,0.63,0.56,2214.0,runs_2nd_split,True,False,False,True
gat_True_True_False_True_20251211_030642,gat,/Users/elimeyers/ribozyme/results/runs/runs_2nd_split/gat_True_True_False_True_20251211_030642,0.5595,0.7977,0.7926,0.61,0.58,0.75,0.68,0.89,,0.6,0.46,0.6,0.61,0.89,,0.62,0.76,1.0,0.78,0.88,,219.0,17.0,15.0,50.0,302.0,,0.59,0.75,0.86,0.67,0.9,0.97,0.87,0.55,0.89,0.85,0.67,0.8,0.98,,,,0.54,0.59,0.87,0.52,0.91,0.96,0.91,0.82,0.88,0.81,0.59,0.69,0.96,,,,0.65,1.0,0.84,0.92,0.89,0.97,0.83,0.41,0.91,0.88,0.77,0.95,1.0,,,,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,,,,0.89,0.85,0.94,98.0,0.77,0.74,0.84,2214.0,0.79,0.81,0.8,2214.0,runs_2nd_split,True,True,False,True
gcn_20251209_210716,gcn,/Users/elimeyers/ribozyme/results/runs/gcn_20251209_210716,0.6793,0.8437,0.8416,0.66,0.71,0.8,0.73,0.93,0.62,0.77,0.6,0.8,0.59,0.94,0.57,0.58,0.88,0.8,0.96,0.93,0.67,219.0,17.0,15.0,50.0,302.0,6.0,0.64,0.79,0.9,0.79,0.92,0.99,0.94,0.65,0.91,0.89,0.84,0.91,0.95,0.8,1.0,0.0,0.62,0.66,0.86,0.65,0.93,0.97,0.95,0.71,0.96,0.89,0.72,0.87,0.9,0.67,1.0,0.0,0.67,1.0,0.94,1.0,0.92,1.0,0.94,0.61,0.87,0.9,1.0,0.97,1.0,1.0,1.0,0.0,93.0,19.0,70.0,13.0,364.0,72.0,63.0,266.0,234.0,185.0,26.0,61.0,47.0,2.0,4.0,1.0,0.91,0.84,0.99,98.0,0.8,0.76,0.85,2227.0,0.84,0.85,0.84,2227.0,,,,,
